subject,parcel,retrieval,hmm (-2TR),hmm (-1 TR),reinstatement (z) (-7 to -3 TR)
2024,22,0,0,1,-0.048159029
2024,22,0,1,0,-0.007525862
2024,22,1,0,0,-0.049266756
2024,22,0,0,1,0.102898471
2024,22,1,1,0,0.070068282
2024,22,1,0,1,-0.002849182
2024,22,0,0,0,-0.035986176
2024,22,0,0,0,0.045527157
2024,22,0,0,0,0.01988558
2024,22,0,0,0,-0.026515642
2024,22,1,0,0,0.143838833
2024,22,0,0,0,-0.1069185
2024,22,0,0,0,-0.073537915
2024,22,0,1,0,0.017754805
2024,22,0,0,0,0.061034003
2024,22,1,0,0,0.011914484
2024,22,1,0,1,-0.036507282
2024,22,1,0,0,-0.004060971
2024,22,0,0,0,0.051853941
2024,22,0,1,0,-0.013724646
2024,22,0,0,0,0.037741787
2024,22,0,0,0,-0.035283623
2024,22,0,0,0,0.01793793
2027,22,0,0,0,0.161359309
2027,22,0,1,0,-0.040562986
2027,22,1,0,1,0.052280141
2027,22,1,0,0,-0.034237784
2027,22,1,0,0,0.096772722
2027,22,1,0,0,0.187422484
2027,22,1,0,0,-0.059428001
2027,22,1,1,0,0.059034381
2027,22,1,0,0,0.018914786
2027,22,1,0,0,-0.058096279
2027,22,1,0,0,0.13223423
2027,22,1,0,0,0.048600269
2027,22,1,0,0,0.004337575
2027,22,1,0,0,0.016097736
2027,22,1,0,1,0.007725055
2027,22,1,0,0,-0.030248167
2027,22,1,0,1,0.105031471
2027,22,1,0,0,0.021988707
2027,22,1,0,0,-0.034247857
2027,22,1,0,0,0.011102878
2027,22,1,0,0,-0.025699089
2027,22,1,0,0,0.051216525
2027,22,1,0,0,-0.003844541
2027,22,1,0,0,0.057342473
2027,22,1,0,0,0.030045245
2027,22,1,0,0,-0.03474859
2027,22,1,1,0,-0.025750503
2027,22,1,1,0,0.051137503
2027,22,1,0,0,0.022844131
2027,22,1,1,0,-0.035751378
2027,22,1,0,1,0.106624797
2027,22,1,1,0,0.062412884
2027,22,1,0,0,0.080756258
2027,22,1,0,0,0.000623936
2027,22,1,0,0,0.003563784
2027,22,1,0,0,-0.086719781
2027,22,0,0,0,0.117171757
2027,22,0,0,0,0.142331339
2027,22,1,0,0,-0.110753243
2027,22,1,1,0,-0.003064425
2027,22,1,0,0,0.031329348
2027,22,1,0,0,-0.105875697
2027,22,0,0,0,0.035149968
2027,22,0,0,0,0.01215142
2027,22,0,0,0,-0.053691968
2027,22,0,0,0,0.006123254
2027,22,0,1,0,-0.014451846
2027,22,0,0,0,-0.10045602
2027,22,0,0,1,0.024367673
2027,22,0,0,0,-0.034680106
2027,22,0,0,0,0.074440096
2027,22,0,0,0,-0.022130759
2027,22,1,0,0,0.055761151
2027,22,1,0,1,0.198973498
2027,22,1,0,0,-0.018209913
2027,22,0,0,0,-0.048778822
2027,22,0,0,0,0.030476555
2027,22,0,0,0,0.031702437
2027,22,0,1,0,0.070667262
2027,22,1,1,0,0.104281278
2027,22,1,0,0,0.015862879
2027,22,1,0,0,0.049153533
2027,22,1,0,0,0.015727067
2027,22,1,0,1,-0.098807441
2027,22,0,0,0,0.005365883
2027,22,1,0,0,0.072114314
2027,22,1,0,0,0.100770556
2027,22,1,0,0,-0.141512967
2027,22,0,0,0,-0.037323163
2027,22,0,0,0,0.091620718
2027,22,1,0,0,0.029477774
2027,22,1,1,0,-0.010939069
2027,22,0,0,1,0.084533832
2027,22,1,0,0,0.017783997
2027,22,1,0,0,0.053700614
2027,22,0,1,0,0.062928092
2027,22,0,0,0,-0.074730073
2034,22,1,0,0,0.174118811
2034,22,1,0,1,0.091423045
2034,22,1,0,0,-0.055435651
2034,22,1,0,1,0.06746461
2034,22,1,0,1,0.005032971
2034,22,1,0,1,-0.085415053
2034,22,1,0,0,0.054479
2034,22,1,0,1,0.08039973
2034,22,1,0,0,0.061930858
2034,22,0,0,0,0.09468233
2034,22,1,0,0,-0.089174911
2034,22,0,0,1,0.089315491
2034,22,1,1,0,-0.056030617
2034,22,1,0,0,0.069638045
2034,22,0,1,0,0.03694968
2034,22,0,0,0,0.028615438
2034,22,1,0,0,0.013641723
2034,22,1,0,0,-0.098678482
2034,22,0,1,0,0.005271544
2034,22,0,0,0,0.056076371
2034,22,0,1,0,0.002727955
2034,22,0,0,0,0.030988843
2034,22,0,0,0,0.015197227
2034,22,0,0,0,-0.008213104
2034,22,0,0,1,-0.06886897
2034,22,0,0,1,-0.011346086
2034,22,0,0,0,0.032518406
2034,22,0,1,0,0.05637443
2034,22,0,1,0,0.029293442
2034,22,1,1,0,-0.023780641
2034,22,1,0,0,0.071362894
2034,22,1,0,0,0.091252663
2034,22,1,0,0,-0.014517053
2034,22,1,0,0,-0.063609284
2034,22,1,0,0,0.01164102
2034,22,1,0,1,-0.050514913
2034,22,1,0,0,0.109200501
2034,22,1,0,0,0.072222157
2038,22,1,0,0,0.021725072
2038,22,1,0,0,0.052384646
2038,22,0,1,0,-0.01332813
2038,22,1,1,0,0.007509335
2038,22,1,0,0,-0.030112848
2038,22,1,0,1,0.033556644
2038,22,1,0,1,0.022307474
2038,22,0,0,0,-0.042657906
2038,22,1,0,0,-0.144537501
2038,22,1,0,0,0.065859847
2038,22,1,0,1,-0.010109248
2038,22,1,0,0,-0.179324195
2038,22,1,0,0,0.16856041
2038,22,1,0,0,-0.079299621
2038,22,1,0,1,0.053383748
2038,22,1,0,0,0.004001453
2038,22,1,0,0,-0.141691936
2038,22,1,0,0,-0.014483878
2038,22,1,0,0,-0.053984318
2038,22,1,0,1,-0.146172139
2038,22,1,0,0,-0.071156734
2038,22,1,1,0,0.107948683
2038,22,1,0,1,-0.18028154
2038,22,1,0,1,0.050649711
2038,22,1,0,0,0.206631629
2038,22,1,0,0,-0.035052872
2038,22,1,0,0,0.085808181
2038,22,1,1,0,-0.01509686
2038,22,1,1,0,-0.014214129
2038,22,0,0,0,-0.010178616
2038,22,1,0,0,0.051479419
2038,22,0,0,0,0.072757252
2038,22,0,0,0,0.08099048
2038,22,0,0,0,0.022331055
2038,22,0,0,1,0.109148922
2038,22,0,0,0,0.020412938
2038,22,0,0,0,0.00033587
2038,22,0,0,1,0.046228997
2038,22,0,0,0,-0.029877206
2038,22,1,0,0,-0.071041717
2038,22,1,0,0,-0.004695106
2038,22,1,1,0,-0.087419032
2038,22,1,0,1,-0.160617489
2038,22,1,0,1,-0.027027393
2038,22,1,0,1,0.181980249
2038,22,0,1,0,-0.098871541
2038,22,1,0,0,-0.09348939
2038,22,1,0,0,-0.00564991
2038,22,1,0,1,0.031942275
2038,22,1,1,0,0.11687464
2038,22,1,0,0,-0.093422308
2038,22,0,0,1,0.003494728
2038,22,1,0,0,0.127219775
2038,22,1,0,0,0.031617026
2038,22,1,0,0,-0.073384393
2038,22,1,0,0,-0.038463386
2038,22,1,0,1,0.042489204
2038,22,1,0,1,0.057979148
2040,22,1,0,1,0.052425407
2040,22,1,0,0,0.146504173
2040,22,1,0,0,0.120068917
2040,22,0,0,0,0.024361634
2040,22,0,0,0,-0.080237125
2040,22,1,0,0,0.011646987
2040,22,1,0,0,-0.027630334
