subject,run,scene,TR (scene),TR (run),sec (scene)
3013,10,1,29,29,35.3402847
3013,10,3,14,96,16.9066591
3013,10,4,22,145,26.65944719
3013,10,5,20,204,24.86832449
3016,2,1,20,20,24.28849408
3016,2,1,31,31,37.88610155
3016,2,1,37,37,45.18438703
3016,2,2,17,57,21.03549395
3016,2,2,20,61,25.16974097
3016,2,2,25,65,30.33437416
3016,2,2,28,68,34.59244634
3016,2,3,5,79,7.187385605
3016,2,3,9,82,11.77672055
3016,2,3,15,88,18.56969532
3016,2,3,21,94,26.00177997
3016,2,3,29,102,34.97000253
3016,2,4,43,149,52.31250207
3016,2,4,48,154,57.69971005
3016,2,4,57,163,68.70648225
3016,2,4,61,167,73.62960631
3016,2,5,8,183,10.60809825
3016,2,5,12,187,14.65147938
3016,2,5,15,190,18.8676304
3016,2,5,19,194,22.9488861
3016,2,5,24,199,29.16805679
3016,2,5,29,204,35.67242277
3016,2,5,37,212,44.46666058
3016,2,5,42,217,51.09652531
3016,2,5,48,223,58.48658608
3016,2,5,56,231,68.16230138
3016,3,1,14,14,17.31620741
3016,3,1,18,18,22.4980946
3016,3,1,21,21,25.49666546
3016,3,1,23,23,28.41139256
3016,3,1,41,41,49.76340514
3016,3,2,12,59,14.57288052
3016,3,2,24,71,29.71285815
3016,3,3,13,90,15.81681472
3016,3,3,20,97,25.08394068
3016,3,3,32,109,38.63462497
3016,3,3,39,116,47.43930419
3016,3,3,52,129,62.57943395
3016,3,3,69,146,83.88881377
3016,3,4,4,154,5.803885711
3016,3,4,11,161,13.4858076
3016,3,4,22,172,27.08136431
3016,3,5,10,187,12.19860327
3016,3,5,17,194,21.33393487
3016,3,5,21,198,25.83217368
3016,3,5,26,203,31.33584813
3016,4,2,0,25,0.598379523
3016,4,2,6,31,7.729978027
3016,4,2,22,47,26.49902799
3016,4,2,31,56,37.21638529
3016,4,2,38,63,46.76813357
3016,4,3,8,75,9.729200522
3016,4,3,24,91,28.91922557
3016,4,3,46,113,55.27808538
3016,4,4,13,141,15.85987157
3016,4,4,28,156,33.6294885
3016,4,4,32,161,39.59235782
3016,4,4,40,168,48.72661184
3016,4,5,5,179,6.395427769
3016,4,5,26,200,31.33241276
3016,4,5,38,212,46.43388404
3016,4,5,52,226,62.86858999
3016,4,5,67,241,80.46690912
3016,5,1,9,9,11.48472639
3016,5,1,18,18,21.99176346
3016,5,1,25,25,30.92093395
3016,5,1,34,34,40.88864572
3016,5,2,5,49,6.311379781
3016,5,2,9,53,10.90191811
3016,5,2,14,58,17.20116759
3016,5,2,22,66,27.21170957
3016,5,3,8,81,10.65594812
3016,5,3,14,87,17.61783783
3016,5,3,19,92,23.20782281
3016,5,4,0,102,0.030192962
3016,5,4,9,111,10.98380667
3016,5,5,13,129,16.69172459
3016,5,5,28,144,33.91681767
3016,5,5,46,162,55.90063829
3016,5,5,70,186,84.89055516
3016,6,2,18,55,22.44832986
3016,6,2,25,62,31.16814079
3016,6,2,28,65,34.58628411
3016,6,2,35,72,43.13723792
3016,6,3,7,93,8.771178068
3016,6,3,18,104,22.49548822
3016,6,3,36,122,43.46994921
3016,6,3,43,129,52.22862956
3016,6,4,18,150,21.94612731
3016,6,5,11,169,13.52753688
3016,6,5,14,172,16.89903334
3016,6,5,18,176,22.57758912
3016,6,5,24,182,29.00555973
3016,6,5,30,188,36.67630191
3016,6,5,35,193,43.09830745
3016,6,5,45,203,54.28218815
3016,6,5,62,220,74.54848652
3016,6,5,71,229,85.39288713
3016,7,1,25,25,30.92168235
3016,7,2,11,63,14.32351905
3016,7,2,14,66,17.90619327
3016,7,2,16,68,19.62121058
3016,7,2,17,69,21.41502997
3016,7,2,22,74,26.75149876
3016,7,2,25,77,30.41984668
3016,7,2,27,79,33.41955931
3016,7,2,33,85,39.64062923
3016,7,2,34,86,41.89196113
3016,7,2,37,89,45.51891153
3016,7,2,44,96,53.48110472
3016,7,2,49,101,59.65407918
3016,7,2,56,108,68.2931493
3016,7,3,5,118,6.849657306
3016,7,3,10,123,12.81762713
3016,7,3,17,130,21.19476652
3016,7,3,23,136,28.50008823
3016,7,3,27,140,33.16551974
3016,7,3,33,146,40.59511084
3016,7,3,40,153,48.30753203
3016,8,1,20,20,24.95482839
3016,8,1,33,33,39.93113122
3016,8,1,42,42,51.01968416
3016,8,2,6,52,8.02172424
3016,8,2,19,65,23.45102947
3016,8,2,28,74,33.63232173
3016,8,2,34,80,41.35405263
3016,8,2,40,86,48.772704
3016,8,2,44,90,53.18926378
3016,8,3,8,101,9.69380745
3016,8,4,12,128,15.35751605
3016,8,4,20,136,24.37048733
3016,8,4,32,148,39.17805504
3016,8,5,6,160,7.939878819
3016,8,5,9,163,11.40132881
3016,9,1,9,9,11.60896047
3016,9,1,12,12,15.35997643
3016,9,1,15,15,18.11186271
3016,9,1,20,20,24.61682295
3016,9,1,25,26,31.17395222
3016,9,1,33,33,39.7996928
3016,9,1,40,40,48.27232128
3016,9,1,47,47,56.86016429
3016,9,3,11,76,14.11366322
3016,9,3,16,81,19.83079573
3016,9,3,21,86,25.95110539
3016,9,3,26,91,31.58020874
3016,9,3,35,100,42.01495638
3016,9,3,46,111,56.10474876
3016,9,4,5,119,7.060210468
3016,9,4,12,126,15.28358673
3016,9,4,19,133,23.91210254
3016,9,4,27,141,33.08992972
3016,9,4,31,146,38.39393093
3016,9,4,44,158,53.73421987
3016,9,4,52,166,62.45632013
3016,9,5,7,178,9.398738568
3016,9,5,17,188,20.73774811
3016,9,5,25,196,30.12743604
3016,10,1,12,12,15.57329356
3016,10,1,21,21,25.37012187
3016,10,1,27,27,33.29724503
3016,10,1,35,35,42.30457807
3016,10,1,45,46,55.19341522
3016,10,1,57,57,68.66356306
3016,10,3,6,88,7.483026538
3016,10,3,12,94,14.98934666
3016,10,3,19,101,23.12283195
3016,10,3,26,108,31.58111984
3016,10,3,34,116,41.50958887
3016,10,4,6,129,8.357928805
3016,10,4,14,137,17.90089724
3016,10,4,22,145,26.54143361
3016,10,4,31,154,38.18086513
3016,10,4,37,160,44.5986972
3016,10,4,45,168,54.64419866
3016,10,4,57,180,68.58008326
3016,10,5,7,192,9.190640275
3016,10,5,11,196,13.44166968
3016,10,5,19,204,22.99557227
3016,10,5,25,210,30.08577254
3016,10,5,41,226,49.65165068
3016,10,5,48,233,58.40798669
3019,1,1,53,53,64.49184533
3019,1,2,32,100,38.9295079
3019,1,3,19,143,23.57601322
3019,1,5,18,225,21.91419085
3019,2,1,21,21,25.25036357
3019,2,2,17,57,20.78340042
3019,2,3,20,92,24.84063878
3019,2,5,1,173,1.51523591
3019,3,1,4,4,5.229494399
3019,3,3,17,94,20.70747485
3019,3,3,58,135,69.96266728
3019,3,4,19,169,23.7922672
3019,4,1,9,9,11.19977867
3019,4,2,17,43,20.45402999
3019,4,3,42,110,50.65318655
3019,4,5,8,182,10.27364035
3019,4,5,39,213,47.68870709
3019,5,1,5,5,7.021418372
3019,5,2,2,45,2.430392728
3019,5,3,9,80,11.15320775
3019,6,1,4,4,4.932175954
3019,6,2,7,45,8.400076633
3019,6,3,43,130,52.56691869
3019,6,5,16,176,20.37321671
3019,6,5,70,229,84.18179838
3019,7,1,5,5,6.811600224
3019,7,1,21,21,25.37404302
3019,7,1,39,39,47.19023051
3019,7,2,34,86,40.84459411
3019,7,2,44,96,53.69818477
3019,8,1,35,35,42.7592372
3019,8,2,37,83,44.64303116
3019,8,3,5,97,6.937253998
3019,8,4,4,119,5.774783788
3019,9,1,43,44,52.7772118
3019,9,2,4,60,5.893303226
3019,9,3,6,70,7.43886096
3019,9,5,6,175,7.606500388
3019,10,1,14,14,17.32614356
3019,10,1,19,19,23.79312087
3019,10,3,0,81,0.724873577
3019,10,3,5,86,6.351337986
3019,10,3,24,105,29.54364827
3022,1,1,40,40,48.86000229
3022,1,1,56,56,67.99983499
3022,1,3,0,124,0.619112542
3022,1,4,20,178,24.16785908
3022,2,1,9,9,11.78478874
3022,2,2,10,50,12.07823343
3022,2,2,26,66,31.72277591
3022,2,3,7,79,8.654317587
3022,2,3,22,94,26.63259905
3022,2,4,11,116,13.40427534
3022,2,4,25,130,31.13538333
3022,2,4,44,149,53.57204412
3022,2,5,12,186,14.45314116
3022,2,5,40,215,49.19829938
3022,3,1,29,29,35.38963417
3022,3,1,40,40,48.69546747
3022,3,2,10,57,12.86840725
3022,3,2,16,63,20.20792933
3022,3,3,12,89,14.6615105
3022,3,3,18,95,22.00587683
3022,3,3,58,135,70.71605107
3022,3,4,20,170,25.0026172
3022,3,5,14,190,16.82576748
3022,4,1,7,7,8.654944989
3022,4,2,9,34,11.276741
3022,4,2,16,41,19.41584138
3022,4,3,21,88,26.21218314
3022,4,4,6,134,8.398247061
3022,4,4,24,151,28.88424527
3022,4,4,43,170,51.90606846
3022,4,5,8,181,9.860086409
3022,4,5,17,190,21.16565351
3022,5,1,9,9,10.95170382
3022,5,2,5,49,6.323186263
3022,5,3,8,81,9.605258243
3022,5,4,9,111,11.19574205
3022,5,5,58,174,70.42277632
3022,5,5,71,187,85.6010557
3022,6,1,9,9,11.36492608
3022,6,2,7,44,9.528815095
3022,6,3,16,102,19.2461976
3022,6,4,2,134,2.81660647
3022,6,5,17,175,21.50083205
3022,6,5,30,188,36.67943456
3022,6,5,48,206,57.94585407
3022,6,5,71,229,85.85713046
3022,7,1,21,21,25.62832191
3022,7,2,3,55,4.649144238
3022,7,2,11,63,14.15916962
3022,7,2,40,92,49.02874478
3022,8,1,11,11,13.94952173
3022,8,1,31,31,37.51808597
3022,8,2,15,61,18.36348227
3022,8,3,17,109,21.46131297
3022,8,4,6,121,7.64533466
3022,8,5,6,159,7.237466885
3022,9,1,8,8,9.944623823
3022,9,1,27,27,33.38977137
3022,9,3,11,75,13.27831159
3022,9,3,43,107,51.94719543
3022,9,4,38,151,46.60673945
3022,9,5,8,177,9.866995611
3022,9,5,30,199,36.80568074
3022,10,1,10,10,13.03270224
3022,10,3,1,82,2.318646131
3022,10,3,5,86,6.440077748
3022,10,3,20,101,24.95760986
3022,10,3,34,115,41.02136939
3022,10,4,20,142,24.12232936
3025,1,4,39,197,47.49036472
3025,2,2,19,59,23.25538237
3025,2,3,29,101,35.17739278
3025,2,4,43,147,51.95682754
3025,2,5,26,199,31.2579067
3025,3,1,6,6,8.316346851
3025,3,1,12,13,15.57627058
3025,3,1,33,33,40.1404121
3025,3,2,6,53,7.240511268
3025,3,2,8,55,10.03597773
3025,3,2,16,63,19.79507076
3025,3,2,22,69,26.96925126
3025,3,3,11,89,13.90025261
3025,3,3,18,96,22.33186318
3025,3,3,23,101,28.04854132
3025,3,3,39,117,47.36211571
3025,3,3,50,128,60.5422512
3025,3,3,63,141,75.84360458
3025,3,4,9,161,11.98519389
3025,3,5,16,193,19.79771187
3025,4,1,6,6,7.816804172
3025,4,1,17,17,21.17099467
3025,4,2,4,29,5.068005394
3025,4,2,17,42,21.33441431
3025,4,3,11,78,13.45268703
3025,4,3,19,86,22.83499813
3025,4,3,31,98,38.31161434
3025,4,4,24,152,29.62919461
3025,4,4,30,158,36.89146534
3025,4,5,15,189,18.74911346
3025,4,5,68,242,82.22185535
3025,5,1,17,17,20.62230749
3025,5,3,3,74,4.153597976
3025,5,3,7,78,8.488299136
3025,5,3,13,84,16.3261984
3025,5,5,0,113,0.229547251
3025,6,1,6,6,7.447525972
3025,6,4,4,135,5.39671459
3025,6,5,10,167,12.82396685
3025,6,5,18,175,21.62334651
3025,6,5,25,182,30.58413121
3025,6,5,48,205,58.74320274
3025,6,5,70,227,84.76014572
3025,7,1,25,25,30.08348066
3025,7,2,24,76,29.04919982
3025,7,2,42,94,51.0296802
3025,7,2,43,95,52.65603911
3025,7,3,15,127,18.75049131
3025,7,3,29,141,35.05477506
3025,7,3,33,145,39.80422409
3025,8,1,38,38,46.32181159
3025,8,2,27,73,32.76402543
3025,8,4,23,138,27.88131712
3025,8,5,4,157,4.902431262
3025,8,5,11,164,13.57002213
3025,9,1,8,8,10.02447515
3025,9,1,23,23,27.75804528
3025,9,1,28,28,34.76137971
3025,9,1,38,38,45.93599003
3025,9,1,43,43,52.3640118
3025,9,2,3,60,4.476585694
3025,9,3,19,84,22.96172523
3025,9,3,39,104,47.15686044
3025,9,3,43,108,51.90750728
3025,10,1,6,6,7.364995769
3025,10,1,13,13,16.08148376
3025,10,3,6,88,7.607321924
3025,10,3,21,103,25.49959069
3025,10,3,36,118,44.26327966
3025,10,5,47,231,56.99550623
3028,2,1,14,14,17.78987154
3028,2,1,19,19,23.03347635
3028,2,2,16,56,20.03956055
3028,2,2,19,59,23.03938393
3028,2,3,20,92,24.92039253
3028,2,3,23,95,27.96755242
3028,2,4,22,127,26.54371746
3028,2,4,23,128,28.05116859
3028,2,4,34,139,41.14432071
3028,2,4,46,151,55.2871903
3028,2,5,14,188,17.03835869
3028,2,5,25,199,30.21216032
3028,2,5,27,201,32.54553337
3028,2,5,39,213,47.15554425
3028,3,1,3,3,3.900261054
3028,3,1,4,4,4.861034635
3028,3,1,4,4,5.602784528
3028,3,3,11,88,14.16494291
3028,3,3,12,89,15.41259727
3028,3,3,23,100,28.50557202
3028,3,3,39,116,47.321851
3028,3,3,58,135,70.42331123
3028,3,4,24,174,29.12911003
3028,3,5,11,187,14.11956662
3028,4,2,17,42,21.17124865
3028,4,2,20,45,24.67360638
3028,4,4,24,151,29.42164349
3028,4,4,25,152,31.04524
3028,4,4,26,153,32.08973844
3028,4,5,9,182,11.28731167
3028,4,5,11,184,14.11439586
3028,4,5,41,214,49.69765541
3028,6,3,35,121,42.55999919
3028,6,3,36,122,44.18671955
3028,6,3,38,125,46.77795799
3028,6,5,15,173,18.83198823
3028,6,5,16,174,20.25062528
3028,6,5,17,175,21.5439834
3028,6,5,18,176,22.66994138
3028,6,5,24,182,29.13233478
3028,6,5,25,183,30.75641008
3028,6,5,52,210,63.45286349
3028,6,5,66,224,79.76711989
3028,7,1,19,19,23.75566409
3028,7,1,21,21,26.00926428
3028,7,1,23,23,28.04684714
3028,7,2,23,75,28.50544204
3028,7,2,30,82,36.93005697
3028,7,3,31,143,37.80812571
3028,7,3,32,144,38.93792485
3028,7,3,33,145,40.18481688
3028,7,3,35,147,42.55636318
3028,8,1,31,31,37.68540084
3028,8,1,33,33,39.68526533
3028,9,2,4,61,5.396586849
3028,9,2,5,62,7.023996688
3028,9,3,11,76,13.95528782
3028,9,3,19,84,23.17484006
3028,9,3,20,85,24.3332751
3028,9,5,24,194,29.55629041
3028,10,3,9,90,10.94812867
3028,10,3,11,92,13.37277119
3028,10,5,17,200,20.78443034
3028,10,5,18,201,22.2062359
3028,10,5,23,206,28.05169042
3031,1,3,5,129,7.1571184
3031,2,1,12,12,15.45690146
3031,2,2,19,59,23.80181279
3031,2,3,21,93,25.50823126
3031,2,4,11,115,14.20710676
3031,3,1,6,6,7.946117163
3031,3,2,15,62,18.75320528
3031,3,3,29,106,35.59858215
3031,3,4,22,172,27.33667142
3031,4,1,9,10,11.9964148
3031,4,1,21,21,26.08943959
3031,4,2,16,41,20.20997253
3031,4,3,20,87,24.08996762
3031,4,4,26,153,31.72041921
3031,4,5,12,185,15.24628228
3031,4,5,44,217,53.49003023
3031,5,1,15,15,18.74832903
3031,5,3,18,89,21.62724177
3031,5,5,45,158,55.16239675
3031,6,1,34,35,41.97538998
3031,6,2,20,58,24.78624842
3031,6,3,40,127,48.56920566
3031,6,4,21,154,26.12995584
3031,6,5,8,167,10.48966521
3031,6,5,72,231,86.77201419
3031,7,1,21,21,25.96043897
3031,7,2,42,95,51.57351843
3031,8,1,34,34,41.89356879
3031,8,2,41,88,49.48908631
3031,8,5,0,153,0.03127937
3031,9,1,7,7,9.273798352
3031,9,2,5,61,6.823727731
3031,9,3,20,84,24.42025197
3031,9,5,21,190,26.12991912
3031,10,1,22,22,26.8440824
3031,10,3,0,81,0.029330995
3031,10,3,10,91,12.32518378
3031,10,4,13,135,16.53816239
3037,1,1,33,33,40.26513266
3037,1,1,45,45,54.61506066
3037,1,1,51,51,61.82478752
3037,1,1,59,59,71.37735693
3037,1,2,43,111,52.7348428
3037,1,5,12,220,14.61998169
3037,2,1,22,22,27.38302591
3037,2,1,34,34,41.56385824
3037,2,3,29,101,35.96670596
3037,2,5,19,192,23.79127744
3037,2,5,26,199,32.21860739
3037,3,1,11,11,13.20640206
3037,3,1,20,20,24.62834161
3037,3,2,15,62,18.74685355
3037,3,3,13,90,16.57970092
3037,3,3,18,95,21.71097177
3037,4,1,7,7,8.655771713
3037,4,2,36,61,44.10817489
3037,4,5,9,182,10.90790725
3037,4,5,39,212,47.39599715
3037,5,1,16,16,19.29573956
3037,5,3,14,85,17.95701478
3037,6,3,43,130,51.95040329
3037,6,5,17,176,21.28793147
3037,6,5,41,200,49.94274244
3037,7,1,19,19,23.37545809
3037,7,2,11,63,13.32905059
3037,7,2,27,79,33.55347217
3037,8,1,41,41,50.28270207
3037,9,2,5,61,6.902244565
3037,9,3,46,110,56.28829573
3037,9,5,34,203,41.06182287
3037,10,3,32,113,38.43372624
3041,1,1,46,46,55.61581036
3041,1,1,60,60,72.33641123
3041,2,1,10,10,12.78102347
3041,2,1,20,20,24.59165073
3041,2,2,20,61,24.17066978
3041,2,3,15,88,19.12710647
3041,2,4,22,128,26.7568876
3041,2,4,43,149,52.4088013
3041,2,5,15,190,18.70632015
3041,2,5,34,209,41.6930506
3041,3,1,11,11,13.90813738
3041,3,1,39,39,47.02216222
3041,3,3,0,77,0.897228162
3041,3,3,24,101,29.25203746
3041,3,4,13,163,16.28213475
3041,4,1,5,5,6.066801334
3041,4,2,19,44,23.83260804
3041,4,2,30,55,36.10141276
3041,4,3,41,108,49.31911348
3041,4,4,33,160,39.63102715
3041,4,5,6,179,7.646023248
3041,4,5,39,212,47.90419572
3041,4,5,71,244,86.19524572
3041,5,1,10,10,12.48866979
3041,5,1,41,41,49.35823169
3041,6,1,32,32,39.14802169
3041,6,3,14,101,17.21056058
3041,6,3,40,127,48.94626731
3041,7,1,16,16,20.08901384
3041,7,2,43,96,52.65980799
3041,7,3,33,146,40.68991199
3041,8,1,27,27,33.29443263
3041,8,2,36,82,43.4427948
3041,8,3,5,97,6.492466202
3041,8,3,21,113,25.50973777
3041,8,5,12,164,14.99557723
3041,9,1,6,6,8.321155259
3041,9,1,24,24,29.34050093
3041,9,1,45,45,54.49529067
3041,10,1,9,9,11.58241118
3041,10,3,10,91,12.78189105
3041,10,5,42,225,50.40220593
