subject,run,scene,TR (scene),TR (run),sec (scene)
2018,1,2,25,69,30.71728648
2018,1,3,6,80,8.398655421
2018,1,3,20,93,24.36520351
2018,1,4,11,113,14.27986605
2018,1,5,39,155,47.14569643
2018,1,5,50,166,60.40618923
2018,2,1,6,6,8.231650949
2018,2,1,13,13,16.15284685
2018,2,1,20,20,25.03935819
2018,2,1,41,41,49.48028825
2018,2,2,5,62,7.155479865
2018,2,3,7,72,9.483028383
2018,2,3,25,90,30.74551756
2018,2,3,46,111,55.52853366
2018,2,4,3,117,4.724375019
2018,2,4,18,132,22.07445722
2018,2,4,29,143,35.34061768
2018,2,4,52,166,62.82073984
2018,2,5,16,186,19.36741774
2018,2,5,30,200,36.41997316
2018,2,5,35,205,42.43329791
2018,3,1,14,14,17.52810736
2018,3,1,30,30,36.88657283
2018,3,2,8,46,10.60662655
2018,3,2,12,50,15.15011011
2018,3,2,31,69,37.79789667
2018,3,2,41,79,50.10636437
2018,3,3,6,93,7.390870943
2018,3,3,24,111,29.21110577
2018,3,3,33,120,40.68228335
2018,3,3,40,127,48.52313695
2018,3,4,3,136,3.853593428
2018,3,4,23,156,28.62673066
2018,3,5,16,175,19.53475621
2018,3,5,42,201,50.55848467
2018,3,5,71,230,85.4304312
2018,4,1,28,28,33.96491559
2018,4,1,38,38,45.72402401
2018,4,2,5,71,6.80983706
2018,4,3,0,82,0.140204682
2018,4,3,4,86,5.769851523
2018,4,3,16,98,19.61259737
2018,4,3,25,107,30.34260638
2018,4,4,5,128,6.556497573
2018,4,4,9,132,11.898594
2018,4,4,22,145,26.83049549
2018,4,4,40,163,48.51867507
2018,4,5,6,190,7.308606571
2018,4,5,12,196,15.32371145
2018,4,5,26,210,31.66943631
2018,4,5,48,232,57.77945152
2018,5,1,17,17,21.08028593
2018,5,1,23,23,28.21492601
2018,5,1,29,29,35.38457398
2018,5,1,37,37,44.59973024
2018,5,2,3,50,3.770703228
2018,5,2,13,60,16.66383662
2018,5,2,23,70,27.8321329
2018,5,2,32,79,39.05613221
2018,5,2,43,90,51.78053315
2018,5,3,9,103,11.53145631
2018,5,3,14,108,17.83309543
2018,5,4,21,138,25.87922552
2018,5,5,11,166,13.44315777
2018,6,1,5,5,6.229393493
2018,6,1,9,10,11.98055955
2018,6,1,14,14,17.89963832
2018,6,1,20,20,24.21093795
2018,6,1,38,38,46.27156473
2018,6,1,42,42,50.73345146
2018,6,2,18,65,22.12371192
2018,6,2,27,74,32.71677444
2018,6,3,10,87,12.90750191
2018,6,3,17,94,20.58177281
2018,6,3,32,109,38.93490412
2018,6,3,50,127,60.58205857
2018,6,3,63,140,76.21491695
2018,6,4,6,156,7.230824953
2018,6,4,17,167,20.87369041
2018,6,5,2,178,3.567417372
2018,6,5,10,186,12.28641986
2018,7,1,2,2,3.394039163
2018,7,1,15,15,18.61652769
2018,7,1,48,48,57.86794329
2018,7,2,20,72,24.71107671
2018,7,2,34,86,40.80885132
2018,7,2,43,95,52.28099204
2018,7,3,5,117,6.650923941
2018,8,1,3,3,4.564991029
2018,8,1,12,12,14.44114846
2018,8,1,24,24,28.95746455
2018,8,1,42,42,51.18652178
2018,8,2,2,69,2.604683674
2018,8,2,11,78,13.48372944
2018,8,2,31,98,37.88496066
2018,8,3,2,126,2.676811574
2018,8,3,24,148,28.83547957
2018,8,4,6,164,7.689846101
2018,8,4,39,197,47.01694547
2018,8,5,16,224,20.04279019
2018,9,1,7,7,9.319241746
2018,9,1,19,19,23.9569845
2018,9,2,2,27,3.105723534
2018,9,2,20,45,24.04217846
2018,9,2,36,61,43.22118047
2018,9,3,7,74,9.024757337
2018,9,3,13,80,16.53548164
2018,9,3,35,102,42.01819383
2018,9,4,5,133,6.816601154
2018,9,4,19,147,23.32794357
2018,9,4,38,166,45.72840814
2018,9,5,3,177,4.064060238
2018,9,5,37,211,44.68792076
2018,9,5,69,243,83.05355977
2018,10,1,14,14,17.3313181
2018,10,1,20,20,24.59130881
2018,10,1,37,37,44.64372479
2018,10,2,8,48,10.11372773
2018,10,2,18,58,22.12421713
2018,10,3,8,80,10.40488254
2018,10,3,13,85,15.78631002
2018,10,4,10,115,12.7678643
2018,10,4,42,147,51.10648408
2018,10,5,5,179,6.028140738
2018,10,5,12,186,15.32368878
2018,10,5,24,198,29.29885288
2018,10,5,47,221,56.87187772
2021,1,2,25,69,30.80178639
2021,1,3,23,96,28.66978937
2021,1,5,54,169,65.83348699
2021,2,1,17,17,21.11743886
2021,2,3,29,93,35.59261282
2021,2,5,24,193,29.88275558
2021,2,5,32,201,38.68082228
2021,3,1,12,12,15.19516736
2021,3,5,21,179,25.25059292
2021,3,5,67,225,80.75837563
2021,4,1,12,13,15.57246112
2021,4,3,6,87,7.857089179
2021,4,3,36,118,44.38723737
2021,4,4,10,132,12.3190484
2021,4,4,39,161,46.89523002
2021,5,1,37,37,45.26818748
2021,5,2,33,79,40.38565064
2021,5,3,4,96,5.810760366
2021,5,3,17,109,21.49295875
2021,5,4,32,147,39.29905479
2021,5,5,11,164,13.86025927
2021,6,1,2,2,3.100230321
2021,6,1,37,37,44.85134937
2021,6,3,7,84,8.81268947
2021,6,4,21,171,25.62220104
2021,7,1,15,15,18.95244558
2021,7,2,19,71,23.78827989
2021,7,2,41,93,50.01791965
2021,7,3,19,131,23.78928864
2021,8,1,45,45,54.31521281
2021,8,2,21,88,26.12325218
2021,8,5,12,218,14.98913534
2021,9,1,5,5,6.392345613
2021,9,2,9,34,11.53153183
2021,9,3,57,124,68.74936498
2021,9,4,35,162,42.59492629
2021,9,5,38,211,46.64118873
2021,10,1,34,34,41.09673954
2021,10,3,21,93,26.32832567
2021,10,4,23,128,28.78946911
2024,1,2,7,51,9.062784066
2024,1,3,5,78,6.349943272
2024,1,3,10,83,12.52363799
2024,1,4,9,111,10.97934548
2024,1,5,49,165,59.77664452
2024,1,5,61,177,74.12880538
2024,1,5,75,191,90.93575296
2024,2,1,10,10,12.65136043
2024,2,1,12,12,14.90446752
2024,2,1,23,23,27.6699529
2024,2,1,42,42,50.98046809
2024,2,1,51,51,61.23765158
2024,2,3,20,85,24.03604378
2024,2,3,28,93,33.6295764
2024,2,3,32,97,38.46609327
2024,2,4,29,143,35.71660475
2024,2,4,43,157,52.64714415
2024,2,5,19,189,23.33261332
2024,2,5,33,203,40.30081154
2024,3,1,33,33,40.59759569
2024,3,2,10,48,12.22918571
2024,3,2,16,54,20.19686587
2024,3,2,35,73,42.18220952
2024,3,3,9,96,10.82186375
2024,3,3,28,115,33.79877484
2024,3,3,40,127,48.73020393
2024,3,4,9,143,11.9902285
2024,3,5,18,177,21.86927925
2024,3,5,22,181,26.70266652
2024,3,5,34,193,41.75744632
2024,3,5,66,225,79.54562513
2024,3,5,72,231,86.67671933
2024,4,1,14,14,17.23977954
2024,4,1,21,21,25.37044023
2024,4,1,29,29,35.38090285
2024,4,2,11,77,14.14971367
2024,4,3,6,88,7.730422517
2024,4,3,16,98,19.53397015
2024,4,3,25,107,30.46258358
2024,4,4,6,129,7.355219434
2024,4,4,24,147,29.54291691
2024,4,4,55,178,66.61933347
2024,4,5,13,197,16.74069503
2024,5,1,5,5,6.441767993
2024,5,1,23,23,27.92026704
2024,5,1,31,31,37.67445951
2024,5,2,0,46,0.598701936
2024,5,2,15,61,18.61663111
2024,5,2,24,70,29.20972408
2024,5,3,5,97,6.357393336
2024,5,3,15,107,19.03468084
2024,5,4,20,135,24.20695126
2024,5,4,22,137,26.82861068
2024,5,5,12,165,15.4887374
2024,6,1,8,8,9.862932355
2024,6,1,12,12,14.61878507
2024,6,1,21,21,25.54281449
2024,6,1,31,32,38.38829043
2024,6,2,17,64,20.82909147
2024,6,3,10,87,13.02517253
2024,6,3,19,96,23.12848065
2024,6,3,33,110,40.72813407
2024,6,4,10,160,12.98842184
2024,6,4,20,170,24.62505935
2024,7,1,8,8,10.4854381
2024,7,1,18,18,22.53102533
2024,7,2,25,77,30.21246697
2024,7,2,34,86,41.2587988
2024,7,2,43,95,51.65021238
2024,7,3,7,119,8.811159021
2024,7,3,28,140,34.42294762
2024,8,1,23,23,28.74761005
2024,8,1,52,52,63.49079027
2024,8,2,17,84,21.48837851
2024,8,2,42,109,50.64813844
2024,8,4,12,169,14.82164351
2024,8,5,14,220,17.31882474
2024,9,1,9,9,11.77836927
2024,9,1,19,19,23.66112848
2024,9,2,22,47,27.29175207
2024,9,2,33,58,40.59464905
2024,9,3,11,78,14.15282245
2024,9,3,39,106,47.8975134
2024,9,4,21,148,25.91224836
2024,9,5,18,191,22.69996616
2024,9,5,39,212,47.0643532
2024,9,5,51,224,61.90849363
2024,9,5,66,239,79.67149216
2024,10,2,13,53,16.56895279
2024,10,2,22,62,26.45825357
2024,10,3,23,95,28.58029744
2024,10,4,23,127,27.70805633
2024,10,4,44,148,52.90169489
2024,10,5,14,187,17.74192225
2024,10,5,51,224,62.2851445
2024,10,5,60,233,72.0434183
2027,1,1,35,36,43.19113993
2027,1,2,6,50,7.400375439
2027,1,4,10,112,12.91638775
2027,1,5,12,128,14.40740173
2027,2,3,12,76,15.07824046
2027,2,3,33,97,39.89060873
2027,2,4,29,142,35.38615732
2027,2,4,44,157,53.56973862
2027,2,5,16,185,19.46050474
2027,3,1,12,12,15.11960438
2027,3,1,29,29,35.47492464
2027,3,2,8,46,10.36781477
2027,3,3,5,92,6.564840362
2027,3,4,1,134,2.319237826
2027,3,5,8,167,10.2803084
2027,3,5,15,174,18.57946004
2027,3,5,24,183,29.8382419
2027,4,1,5,5,6.652892048
2027,4,1,15,15,18.00059061
2027,4,1,28,28,33.84905469
2027,4,3,4,86,5.229572446
2027,4,3,14,96,17.87166082
2027,4,4,4,127,5.319065392
2027,4,4,9,132,11.1918787
2027,4,4,55,178,67.08919278
2027,4,5,6,190,7.398998233
2027,4,5,13,197,16.1269369
2027,4,5,32,216,39.43736123
2027,5,1,2,2,3.021281744
2027,5,1,24,24,29.46609789
2027,5,1,36,36,43.61208125
2027,5,1,44,44,53.82772439
2027,5,2,12,59,15.32199904
2027,5,2,43,90,52.65412819
2027,5,3,5,98,6.780099712
2027,5,3,11,104,14.16345603
2027,5,3,18,111,22.37386796
2027,5,4,3,119,4.687219625
2027,6,1,3,3,3.856935343
2027,6,1,7,7,9.399345038
2027,6,1,36,36,43.47514146
2027,6,2,16,63,19.70744283
2027,6,2,19,66,23.54434619
2027,6,3,7,84,8.942596605
2027,6,3,18,95,22.00461263
2027,6,4,13,163,15.70212656
2027,6,4,18,168,22.25357418
2027,7,1,3,3,4.070064447
2027,7,1,19,19,23.80112037
2027,7,1,32,32,38.68189182
2027,7,1,40,40,48.86584349
2027,7,1,47,47,57.28304323
2027,7,2,29,81,34.92634815
2027,7,2,42,94,50.73454374
2027,7,2,55,107,67.12998257
2027,7,3,16,128,20.20585207
2027,7,3,27,139,33.34855383
2027,8,1,10,10,12.74078636
2027,8,1,33,33,39.97242155
2027,8,1,45,45,54.20125428
2027,8,2,16,83,19.24992426
2027,8,2,25,92,31.13494139
2027,8,3,5,129,7.191733159
2027,8,4,40,197,49.10504227
2027,8,5,17,223,20.79290529
2027,9,1,2,2,3.06845427
2027,9,1,22,22,27.1382731
2027,9,2,6,31,7.448642316
2027,9,2,30,55,36.26012243
2027,9,3,34,101,40.93088825
2027,9,4,9,136,10.94508336
2027,9,5,37,210,45.27146229
2027,9,5,54,227,64.83491619
2027,10,1,17,17,20.78268523
2027,10,1,22,22,27.5047297
2027,10,2,11,51,13.40118724
2027,10,2,23,63,28.50889651
2027,10,3,11,83,13.70755734
2027,10,4,8,112,9.946059867
2027,10,4,66,170,79.97186938
2027,10,5,6,179,7.854578291
2027,10,5,26,199,32.00436758
2030,1,1,33,33,39.68253069
2030,1,2,22,66,27.04563112
2030,1,2,27,71,32.72191641
2030,1,3,6,79,7.738753186
2030,1,4,12,114,14.86456049
2030,1,5,61,177,73.3882502
2030,1,5,73,189,88.11193396
2030,2,1,11,11,13.53244824
2030,2,1,21,21,25.5848638
2030,2,1,47,47,57.15538408
2030,2,2,5,62,6.063734712
2030,2,3,11,76,13.73582213
2030,2,3,24,89,29.38755098
2030,2,3,39,104,47.56357951
2030,2,4,4,118,5.858613463
2030,2,4,19,133,23.83316609
2030,2,5,15,185,18.00139321
2030,2,5,17,187,20.66734842
2030,2,5,32,202,38.55370275
2030,3,1,19,19,23.16465112
2030,3,1,29,29,35.96893501
2030,3,1,32,32,38.93728161
2030,3,2,6,44,8.235689791
2030,3,2,39,77,47.01911118
2030,3,3,8,95,9.951147819
2030,3,3,34,121,41.65231845
2030,3,3,40,127,48.99270224
2030,3,4,24,157,29.33853212
2030,3,5,17,176,20.70896971
2030,3,5,19,178,23.95015785
2030,3,5,33,192,40.10521688
2030,3,5,60,219,72.67180197
2030,3,5,70,229,84.68776324
2030,4,1,5,5,6.191441782
2030,4,1,8,8,9.864373181
2030,4,1,19,19,23.71314433
2030,4,1,27,27,32.84667301
2030,4,1,35,36,43.18545545
2030,4,1,42,42,51.4513359
2030,4,3,0,82,1.146127944
2030,4,3,20,102,24.24863978
2030,4,4,5,128,6.990768498
2030,4,4,12,136,15.57759833
2030,4,4,55,178,66.54172028
2030,4,5,2,186,3.233499597
2030,4,5,4,188,5.775801682
2030,5,1,13,13,16.03787132
2030,5,1,23,23,27.67165178
2030,5,1,29,29,35.17311799
2030,5,2,22,68,26.8761417
2030,5,2,35,81,43.14778916
2030,5,3,6,98,7.450622205
2030,5,3,15,107,18.74695777
2030,5,4,21,136,26.17152122
2030,6,1,3,3,4.729207707
2030,6,1,16,16,19.36901371
2030,6,1,34,34,41.22136757
2030,6,2,8,55,9.821738046
2030,6,2,17,64,20.99637688
2030,6,3,10,87,12.94936567
2030,6,3,17,94,20.75510656
2030,6,4,17,167,21.12333421
2030,7,1,11,11,13.28264387
2030,7,1,16,16,19.66299986
2030,7,1,37,37,45.23262967
2030,7,1,42,42,51.56746426
2030,7,2,22,75,27.5899446
2030,7,2,42,94,51.40623207
2030,7,2,57,109,69.12824642
2030,7,3,26,138,31.9349168
2030,8,1,25,25,30.84648974
2030,8,1,43,43,52.73400274
2030,8,2,31,98,37.85124332
2030,8,4,31,188,37.97797873
2030,8,5,16,222,20.28576241
2030,9,1,6,6,8.28717792
2030,9,2,5,30,6.853491422
2030,9,2,30,55,37.13616302
2030,9,3,16,83,19.75365309
2030,9,3,31,98,37.63700142
2030,9,5,38,211,46.02607104
2030,10,2,7,47,8.490096081
2030,10,2,11,51,14.04001682
2030,10,5,8,181,9.906964359
2030,10,5,52,225,62.70540023
2034,1,3,10,83,13.16124628
2034,2,2,4,61,5.990250271
2034,2,3,28,92,34.50987913
2034,2,5,15,184,18.50006778
2034,3,1,14,14,17.11931596
2034,3,1,19,19,23.75052206
2034,3,1,34,34,41.39445638
2034,3,3,18,105,22.29048156
2034,3,3,31,118,37.56510016
2034,3,3,43,130,52.70062895
2034,3,4,8,141,10.02740786
2034,3,5,7,166,8.698158422
2034,4,1,13,13,15.69889939
2034,4,3,21,102,26.0100709
2034,4,3,32,113,38.59475644
2034,4,4,8,130,10.69885645
2034,4,4,46,168,55.40777562
2034,5,1,20,20,24.88009075
2034,5,1,26,26,31.88769741
2034,6,1,7,7,8.778030258
2034,6,1,16,16,20.13129164
2034,6,3,11,89,13.3285763
2034,7,1,24,24,29.38454981
2034,7,1,42,42,50.85588582
2034,7,2,30,82,36.63664448
2034,7,2,43,95,52.36615531
2034,7,3,3,115,4.189830719
2034,7,3,28,140,33.6800237
2034,8,2,8,75,10.49537926
2034,8,2,20,87,24.79703697
2034,8,4,27,184,32.43021008
2034,8,5,4,210,5.487979176
2034,9,4,22,149,26.96690005
2034,9,5,34,207,41.72540598
2034,10,1,12,12,14.7016885
2034,10,1,37,37,44.81638971
2034,10,2,26,66,31.47409137
2034,10,3,28,100,33.71005817
2034,10,4,45,149,54.0743753
2038,1,4,2,104,3.355383188
2038,1,5,7,123,9.278943997
2038,1,5,60,176,72.96440877
2038,2,1,7,7,8.98868234
2038,2,2,4,60,5.897109804
2038,2,3,21,85,26.20709609
2038,2,4,11,124,13.57589534
2038,2,5,19,188,22.96294789
2038,3,1,15,15,19.08275535
2038,3,3,19,105,23.4184836
2038,3,4,5,137,6.81285305
2038,3,5,17,175,21.17024043
2038,3,5,42,200,50.81921896
2038,3,5,70,228,84.80884282
2038,4,1,6,6,7.527376946
2038,4,1,21,21,25.37718275
2038,4,3,7,89,8.614172289
2038,4,4,17,140,20.49531393
2038,4,4,24,148,29.97138883
2038,4,4,44,167,52.90396506
2038,4,4,55,179,67.16301333
2038,4,5,5,189,6.78252919
2038,4,5,21,205,26.29764293
2038,5,2,42,89,51.16068979
2038,5,3,20,113,25.05444787
2038,6,1,4,4,5.029407561
2038,6,1,8,8,9.868329646
2038,6,1,10,10,12.74403486
2038,6,1,15,15,18.04317117
2038,6,3,10,87,13.03445038
2038,6,3,18,96,22.78804552
2038,6,3,44,121,53.20207269
2038,6,4,3,153,4.571892394
2038,6,5,0,176,0.032247389
2038,6,5,3,179,4.441524758
2038,7,1,19,19,23.16423793
2038,7,1,19,19,23.665682
2038,7,1,29,29,34.93183933
2038,7,1,37,37,45.31603113
2038,7,2,33,85,40.13888891
2038,7,2,44,96,53.61512352
2038,7,3,20,132,24.83756109
2038,7,3,32,144,39.56092012
2038,7,3,37,149,44.89843914
2038,8,2,3,70,4.315683733
2038,8,2,19,86,23.80228007
2038,8,2,27,94,32.63533874
2038,8,4,16,174,20.08050196
2038,8,4,25,183,30.3822894
2038,8,4,45,203,54.02895219
2038,8,5,25,233,31.13102341
2038,9,2,1,27,1.604583558
2038,9,2,5,31,6.108912606
2038,9,2,32,58,39.18134864
2038,9,3,31,99,37.59921767
2038,9,4,24,152,29.00663428
2038,9,4,31,159,37.92339475
2038,10,1,32,32,38.42587151
2038,10,2,16,56,19.37204578
2038,10,2,26,66,31.21504672
2038,10,3,28,100,34.34095246
2038,10,4,3,107,4.646365595
2038,10,5,12,185,14.83078727
2038,10,5,49,222,59.20375123
2040,1,1,7,7,8.403830486
2040,1,1,16,16,20.04326436
2040,1,1,31,31,38.09591693
2040,1,2,15,59,18.50584729
2040,1,3,6,79,7.32724155
2040,1,4,8,110,10.57281063
2040,1,5,23,139,27.71833727
2040,1,5,73,189,88.43460389
2040,2,1,10,10,12.19892777
2040,2,1,18,18,22.74627773
2040,2,2,3,59,4.482699404
2040,2,3,14,78,17.08003716
2040,2,3,44,108,53.56802619
2040,2,4,1,114,1.816443519
2040,2,5,16,185,20.03855294
2040,3,1,6,6,8.070272431
2040,3,1,19,19,23.08739881
2040,3,1,30,30,36.38692583
2040,3,2,18,56,22.16499688
2040,3,2,36,75,44.39441033
2040,3,3,9,96,11.52426696
2040,3,3,40,127,48.94213238
2040,3,4,4,137,5.360945538
2040,3,4,18,151,22.08238996
2040,3,5,35,194,43.05566766
2040,4,1,9,9,11.78669914
2040,4,1,28,28,33.68346502
2040,4,1,58,58,70.01063632
2040,4,3,0,82,0.146544037
2040,4,3,6,88,7.813653997
2040,4,4,6,129,8.153825799
2040,4,4,55,178,66.17649989
2040,4,5,18,202,22.08516273
2040,5,1,34,35,41.98208286
2040,5,2,14,61,17.08626289
2040,5,3,5,98,6.396331081
2040,5,3,12,105,15.249344
2040,5,4,36,152,43.52182924
2040,6,1,1,1,2.026368116
2040,6,1,10,10,12.57348735
2040,6,1,28,28,33.80582324
2040,6,2,6,53,7.279701642
2040,6,3,19,96,22.92095922
2040,6,4,18,168,22.53902239
2040,7,1,16,16,19.31808887
2040,7,1,24,24,29.20716977
2040,7,2,5,57,6.612471158
2040,7,2,38,90,46.27638117
2040,8,2,4,71,5.276761195
2040,9,1,21,21,25.45949239
2040,9,2,30,55,36.17317554
2040,9,3,11,78,14.16178391
2040,9,4,11,138,14.19432974
2040,9,5,27,200,32.4672288
2040,9,5,66,239,79.88598533
2040,10,1,28,28,34.00945641
2040,10,3,21,93,26.34293072
2040,10,4,19,123,23.03334359
3004,1,1,46,46,56.10340745
3004,1,1,57,57,68.8732553
3004,1,2,10,78,12.27714727
3004,1,2,55,123,66.61842199
3004,1,3,3,128,4.480632934
3004,1,4,47,206,56.95069647
3004,1,5,25,233,30.58936685
3004,2,1,9,9,11.90312121
3004,2,2,22,62,27.3332665
3004,2,3,10,83,13.19311566
3004,2,4,26,130,31.87960406
3004,2,4,54,158,64.87340721
3004,2,4,65,169,79.08623379
3004,2,5,54,227,65.37275591
3004,3,1,1,1,1.642523569
3004,3,1,8,8,9.648712565
3004,3,1,13,13,16.02875379
3004,3,1,17,17,21.32378457
3004,3,1,30,30,36.58956992
3004,3,3,11,88,14.11597707
3004,3,3,25,102,30.83096959
3004,3,5,17,193,20.61968293
3004,4,1,7,7,8.560944818
3004,4,2,39,64,46.93535305
3004,4,3,39,106,47.31394904
3004,4,4,3,130,4.348171887
3004,4,4,22,149,27.28766787
3004,4,5,40,213,48.97872801
3004,5,2,14,57,17.03405853
3004,5,2,23,66,27.75134246
3004,5,3,12,84,14.52844476
3004,5,4,5,106,6.27385337
3004,5,5,40,154,48.02174517
3004,6,1,22,22,26.99677839
3004,6,4,12,143,14.82294846
3004,6,5,18,175,22.53102459
3004,7,1,20,20,24.95477588
3004,8,2,25,71,30.12796734
3004,8,4,25,140,30.46412082
3004,10,1,29,29,35.42539379
3007,2,1,20,20,24.95511935
3007,2,4,23,127,27.70809531
3007,2,5,13,186,16.57026249
3007,3,3,18,95,22.03719633
3007,4,2,23,48,27.708299
3007,4,5,34,207,41.26361938
3007,5,1,13,13,16.65681964
3007,5,3,23,94,28.33570501
3007,6,2,33,71,40.63820583
3007,6,3,34,121,41.8531317
3007,6,5,18,177,21.9197452
3007,6,5,70,229,84.39865063
3007,7,1,19,19,23.33121314
3007,7,2,13,65,16.65978373
3007,7,2,57,109,68.87391732
3007,8,1,28,28,34.13244642
3007,8,3,19,111,22.8315571
3007,9,3,24,88,29.70823603
3007,9,5,33,202,40.59273023
3007,10,1,24,24,29.00221809
3007,10,1,45,45,54.64505716
3007,10,3,16,97,20.32683067
3010,1,1,45,45,54.56632261
3010,1,2,27,95,33.34208976
3010,1,4,13,171,15.736939
3010,2,1,19,19,23.15883361
3010,2,1,28,28,34.34219126
3010,2,2,19,59,23.33117971
3010,2,2,28,68,34.21544736
3010,2,3,15,87,18.82197094
3010,2,3,26,98,31.29653763
3010,2,4,4,109,5.387502728
3010,2,4,21,126,25.49943945
3010,2,5,18,192,21.99416569
3010,2,5,25,199,31.17173827
3010,2,5,32,206,38.88565519
3010,2,5,33,207,40.72261951
3010,2,5,41,215,49.98262301
3010,2,5,58,232,70.16305988
3010,3,1,3,3,4.558927304
3010,3,1,13,13,16.40204334
3010,3,1,18,18,22.07541142
3010,3,1,36,36,44.22390154
3010,3,2,18,66,22.37304164
3010,3,3,8,86,10.44333451
3010,3,3,18,96,22.658502
3010,3,3,39,117,47.56111429
3010,3,3,63,141,76.12499862
3010,3,4,12,163,14.74057146
3010,3,4,17,168,21.53701403
3010,4,1,4,4,4.813314116
3010,4,1,17,17,21.11815277
3010,4,2,5,30,6.648536898
3010,4,2,16,41,19.8287311
3010,4,2,36,61,43.76519991
3010,4,3,7,74,8.564687184
3010,4,3,24,91,28.8310469
3010,4,3,54,121,65.37065052
3010,4,4,22,150,26.87235253
3010,4,4,40,168,48.85220725
3010,4,5,10,184,12.89541678
3010,4,5,29,203,35.21607607
3010,4,5,38,212,46.64065422
3010,4,5,70,244,84.96971257
3010,5,1,14,14,17.03523795
3010,5,1,22,22,26.6659259
3010,5,1,26,26,32.25637846
3010,5,2,5,48,7.106191989
3010,5,3,3,74,4.393763398
3010,5,3,6,77,7.813783033
3010,5,3,9,80,10.9862789
3010,5,3,14,85,16.86478068
3010,5,3,17,88,20.70137971
3010,5,4,1,102,1.72277171
3010,5,5,49,164,59.5667282
3010,5,5,72,187,87.10266797
3010,6,1,1,1,1.425685751
3010,6,2,9,46,11.51604533
3010,6,2,45,82,54.06243686
3010,6,3,5,91,6.021754855
3010,6,3,13,99,15.94379614
3010,6,3,27,113,33.0460994
3010,6,4,2,134,2.932593494
3010,6,4,24,156,29.58437132
3010,6,5,15,173,18.86686389
3010,6,5,17,175,20.69965898
3010,6,5,28,186,33.83954456
3010,6,5,35,193,43.01560224
3010,6,5,46,204,56.31762882
3010,6,5,54,213,65.99586312
3010,6,5,70,228,84.5133447
3010,7,1,18,18,22.32834422
3010,7,1,24,24,29.16828509
3010,7,1,43,43,51.69118088
3010,7,1,48,48,57.60937108
3010,7,2,14,66,17.11142375
3010,7,2,26,78,32.2563127
3010,7,2,32,84,38.76005188
3010,7,2,42,94,51.05945164
3010,7,3,9,121,11.48562672
3010,7,3,19,131,23.44915927
3010,7,3,22,134,27.45776442
3010,7,3,37,149,44.43309423
3010,8,1,9,9,11.15841326
3010,8,1,18,18,21.95501909
3010,8,1,35,35,42.68422818
3010,8,2,3,50,4.688171029
3010,8,2,22,69,26.63039737
3010,8,2,34,81,41.34814405
3010,8,3,4,97,5.529782336
3010,8,3,14,107,17.57512986
3010,8,4,15,131,18.33216948
3010,8,4,21,137,25.29282327
3010,8,5,7,161,8.439595867
3010,9,1,4,4,5.597632558
3010,9,1,26,26,31.25323283
3010,9,1,32,32,39.09456311
3010,9,2,2,59,3.392797482
3010,9,3,11,76,14.32001629
3010,9,3,20,85,24.70915768
3010,9,3,31,96,38.33750698
3010,9,4,3,117,4.723132049
3010,9,4,22,136,26.66361748
3010,9,4,39,154,47.97710906
3010,9,5,12,182,14.90401284
3010,9,5,17,187,20.73673606
3010,9,5,20,190,24.24010509
3010,9,5,21,191,26.28844959
3010,9,5,32,202,38.51249237
3010,10,1,6,6,7.730637163
3010,10,1,9,9,11.90278054
3010,10,1,16,16,20.27854053
3010,10,1,29,29,35.17377312
3010,10,1,42,42,51.27031167
3010,10,2,8,74,9.774892884
3010,10,2,15,81,18.15446596
3010,10,3,3,85,4.388534099
3010,10,3,8,90,10.65295515
3010,10,3,20,102,25.16516693
3010,10,3,33,115,40.22570813
3010,10,4,9,132,11.39932952
3010,10,4,12,135,14.73066719
3010,10,4,18,141,21.90716593
3010,10,4,31,154,38.13063906
3010,10,4,52,175,63.07554536
3013,1,1,32,32,39.13285185
3013,1,1,46,46,55.43785654
3013,1,1,55,55,66.15338045
3013,1,2,42,110,51.23131913
3013,1,4,18,176,21.82922179
3013,2,1,20,20,24.28642639
3013,2,2,14,54,17.90837959
3013,2,3,19,91,23.65629711
3013,2,4,23,127,28.28660159
3013,2,5,20,193,24.58120576
3013,2,5,53,226,64.74582329
3013,3,1,29,29,35.29740274
3013,3,1,39,39,47.34886035
3013,3,3,25,102,30.7951964
3013,3,4,20,170,25.12049358
3013,4,1,6,7,8.068970233
3013,4,2,9,36,11.48312361
3013,4,2,31,59,38.38975433
3013,4,3,35,104,42.81117611
3013,4,4,20,149,25.12019673
3013,4,4,37,166,45.43076196
3013,4,5,8,183,10.48650227
3013,4,5,42,217,50.65123181
3013,5,1,9,9,11.90621703
3013,5,2,22,65,27.50312641
3013,5,3,8,79,10.35851475
3013,5,4,12,112,15.19457965
3013,5,5,35,149,42.92575975
3013,6,2,25,62,30.41685001
3013,6,3,36,122,44.35105275
3013,6,5,17,175,21.5390253
3013,6,5,67,225,80.42706049
3013,7,1,23,23,28.36903786
3013,7,1,48,48,57.78001341
3013,7,2,14,67,17.61184804
3013,7,3,29,142,35.47406685
3013,8,1,34,34,41.59420795
3013,8,1,43,44,52.77311533
3013,8,2,41,87,49.52230046
3013,8,4,23,138,28.28825065
3013,9,1,25,25,30.87937479
3013,9,3,19,83,23.73909977
3013,9,3,43,107,51.89669478
3013,9,5,21,190,25.54110029
3013,9,5,34,203,40.85047075
3013,10,1,15,15,18.69949095
