subject,parcel,retrieval,reinstatement.m10TR,reinstatement.m9TR,reinstatement.m8TR,reinstatement.m7TR,reinstatement.m6TR,reinstatement.m5TR,reinstatement.m4TR,reinstatement.m3TR,reinstatement.m2TR,reinstatement.m1TR,reinstatement.0TR,reinstatement.1TR,reinstatement.2TR,reinstatement.3TR,shift.m10TR,shift.m9TR,shift.m8TR,shift.m7TR,shift.m6TR,shift.m5TR,shift.m4TR,shift.m3TR,shift.m2TR,shift.m1TR,shift.0TR,shift.1TR,shift.2TR,shift.3TR
1001,19,0,0.060982535,0.320184337,0.394086961,0.323843854,0.006933278,0.092384659,-0.021850788,-0.017344759,-0.189430527,-0.294175541,-0.256161013,-0.225438626,-0.198229204,-0.190019054,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,19,0,0.025630004,0.140364881,-0.172407105,-0.457106839,-0.230272477,-0.133016796,-0.198055503,-0.16915547,-0.105902918,-0.084456688,-0.384769953,0.024825733,-0.150124366,0.052092103,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1001,19,1,0.246543122,0.118019671,0.031470653,0.024615007,0.069127172,0.067928346,-0.036091093,-0.053678134,-0.092236867,-0.029071898,-0.003966952,0.123425379,-0.149718709,-0.083421132,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1001,19,1,0.120438213,0.186227562,0.254337129,-0.027157428,0.105188942,-0.050001632,-0.120489309,0.199881552,-0.079297065,0.093224909,0.188264528,0.147208862,-0.095226654,0.023092269,nan,nan,nan,0,0,0,1,0,0,0,1,0,0,0
1001,19,0,-0.150145854,-0.033784362,0.032480502,-0.0153198,-0.145539188,-0.166152521,0.172387236,-0.150970154,-0.016419021,0.048665285,-0.149657713,-0.383662099,-0.299674066,-0.22543468,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1001,19,1,0.106808864,0.305626022,0.559633406,0.230672267,0.216200219,-0.014514238,-0.211872052,-0.22093385,-0.153451124,-0.218937318,-0.09696529,-0.03943856,-0.148373077,0.019798448,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,19,0,0.00216418,0.145548376,0.053924366,0.102495682,-0.184956328,0.078774819,-0.198274022,0.070169848,-0.02140105,0.167290667,0.035911197,0.203305653,-0.13734692,0.214048497,nan,nan,0,0,0,0,1,0,0,0,1,0,0,0
1001,19,1,-0.14692416,-0.097953949,-0.419310164,-0.221858754,0.136193694,0.274278525,-0.138865964,0.038466986,-0.032657181,0.139155372,0.087382041,-0.0866997,-0.081856327,0.05524539,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0
1001,19,1,0.040546226,-0.174574803,-0.184908181,-0.194875431,-0.004259079,0.005612185,0.043840104,-0.139770285,0.06428683,-0.163285868,-0.018726395,0.042790598,-0.006267474,0.076831787,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1001,19,1,0.154102992,-0.063184442,-0.180988749,-0.282942785,-0.342685597,-0.053281004,0.025327995,0.095318327,0.203013219,0.091370534,0.251407424,0.38289108,-0.126274043,-0.344334217,0,1,0,0,0,1,0,0,1,0,0,0,1,0
