subject,parcel,retrieval,reinstatement.m10TR,reinstatement.m9TR,reinstatement.m8TR,reinstatement.m7TR,reinstatement.m6TR,reinstatement.m5TR,reinstatement.m4TR,reinstatement.m3TR,reinstatement.m2TR,reinstatement.m1TR,reinstatement.0TR,reinstatement.1TR,reinstatement.2TR,reinstatement.3TR,shift.m10TR,shift.m9TR,shift.m8TR,shift.m7TR,shift.m6TR,shift.m5TR,shift.m4TR,shift.m3TR,shift.m2TR,shift.m1TR,shift.0TR,shift.1TR,shift.2TR,shift.3TR
2009,39,1,0.413541182,0.36473585,0.249044181,-0.010090785,-0.291699152,-0.211651532,-0.176915176,-0.161068747,-0.09384629,-0.036145588,-0.160123401,-0.002474365,0.097131984,0.145973762,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2009,39,0,-0.096042904,0.194128461,0.245628684,0.555443064,0.537363286,0.38474377,0.348626874,0.240414995,0.154030004,-0.105185081,0.007578835,-0.160040286,-0.17275052,-0.214326425,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2009,39,1,0.180735538,-0.17235867,-0.026201171,0.042410214,-0.050812433,0.025870307,0.171240904,-0.073316759,-0.229801576,0.103764629,0.007049955,0.137269956,0.146873181,-0.119979745,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2009,39,1,-0.025776135,0.090096168,0.067090382,-0.090198097,-0.13338108,0.129590849,0.175168462,0.059984479,-0.093666903,-0.003214081,0.308174076,0.234570395,0.340709225,0.202545384,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2009,39,1,-0.11441852,-0.108191012,-0.038332051,-0.012639702,-0.253813297,-0.143176279,-0.011784101,-0.223648953,-0.459244217,-0.287111816,-0.104085581,0.094442159,0.269445062,0.063151196,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2009,39,1,-0.025528268,0.198855481,0.329185951,0.31477765,0.349388553,0.297619912,0.184850867,0.245689628,0.303474242,0.292618286,-0.008241527,0.086217154,-0.121761011,-0.098478161,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2009,39,1,-0.127071193,-0.16776508,0.195567825,-0.152457133,0.060392029,-0.043653756,0.040013895,0.223487664,0.025054288,-0.132856277,-0.245405001,0.145163642,0.262045258,-0.121858655,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2009,39,1,-0.316417456,-0.15927656,0.193512826,0.296197695,0.424366216,0.453996272,0.173139551,0.305912406,-0.02724036,-0.056490571,-0.194090615,0.138994928,0.133668974,0.291402646,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2009,39,0,-0.284473363,-0.118586197,0.093033823,0.129336636,0.143871073,-0.036934499,0.02590551,0.204091885,0.166558608,-0.057868902,-0.059334497,-0.20213581,-0.190629706,-0.172490316,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,39,1,0.117611058,0.22550697,0.127258469,-0.275587321,0.052151234,-0.173386562,-0.059939733,-0.145759179,-0.092314184,-0.006497116,0.060698448,-0.261932925,-0.072272468,0.318702269,nan,nan,0,0,0,0,0,0,0,0,0,0,1,0
2009,39,1,-0.000692846,-0.029355643,-0.185921796,0.136968598,0.277063423,0.48846281,0.335203995,0.359174539,0.117998304,0.342970499,-0.079430738,-0.414275743,-0.314191673,-0.211508107,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2009,39,0,-0.024190779,0.084487239,-0.112201598,0.109819338,0.215235712,0.102438336,0.100883314,-0.065747778,0.243961016,0.137063666,0.017088982,-0.041362241,-0.089019066,-0.102023575,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2009,39,1,0.154986848,0.232526872,-0.020508112,-0.022757623,0.083565239,-0.069460122,0.018794139,-0.073944378,0.080178105,0.092981534,0.119591602,0.18245018,0.070663386,0.137261768,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,39,1,-0.253821214,-0.163569931,-0.098987489,-0.254641954,-0.228163923,-0.330417787,0.127282861,0.043242011,0.073946177,-0.081009072,-0.12134519,-0.071765043,0.215621448,0.153698607,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0
2009,39,1,0.215621448,0.153698607,0.163501544,0.23202423,0.219099613,0.03370888,0.109053223,0.101769802,0.092578562,0.093639012,0.11368392,0.018571509,-0.016788378,0.110019915,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2009,39,0,-0.188884848,-0.331527552,-0.14168605,-0.33858321,-0.349345237,-0.229840004,-0.210702961,-0.102750013,0.065739923,0.156625292,0.186735212,0.312619594,0.270747542,0.221140178,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,39,1,-0.3290687,-0.217773508,-0.269041059,-0.231307029,-0.038946874,-0.082025655,0.076343378,0.088856806,-0.044635209,-0.458491879,-0.099881164,-0.00322576,0.068797321,0.170639746,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,39,1,0.153572677,0.182509676,0.346443463,0.293046305,0.077881678,0.117593172,-0.191134288,-0.314908862,-0.175768577,-0.364625988,-0.191496252,-0.262122716,-0.060267913,0.178437191,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2009,39,0,0.208798905,0.310439272,0.190926416,-0.200168697,0.182066568,-0.062929969,0.039511099,-0.037370006,0.078559223,0.012349402,-0.06062151,-0.147812916,-0.106617357,-0.216892935,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2009,39,0,-0.086652313,-0.070934272,0.18479933,0.209015692,0.258919931,0.419410193,0.216466678,-0.236757684,-0.219290535,-0.186959943,-0.156814263,0.008592791,-0.16068744,0.135019439,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2009,39,0,-0.240953078,-0.329774268,-0.26297775,-0.23829458,-0.20506299,-0.093457906,-0.208543982,0.015454573,-0.111581534,-0.020205283,0.164724048,0.071898433,0.260735538,0.235410238,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,1
2009,39,1,0.023831657,0.020079426,0.013493992,0.027768114,0.047816773,0.007629325,-0.205279967,0.067448734,-0.243268234,-0.155975957,-0.000579497,0.16816896,0.062831148,0.049001861,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,39,1,0.297661362,0.189083114,0.332217394,0.408003947,0.158104564,0.080729445,-0.033661572,-0.041638526,-0.282360991,-0.336684597,-0.393028878,-0.587173261,-0.439967946,-0.249744387,0,0,0,0,0,1,0,0,0,0,0,0,nan,nan
2009,39,1,-0.21850158,-0.113808518,-0.035755947,0.032615778,0.01949311,0.008846407,-0.094371179,0.017001677,0.178855977,0.079235895,0.164754346,-0.09806118,0.160379218,0.098687061,nan,nan,nan,0,0,0,0,0,1,0,0,0,1,0
2009,39,0,0.502700906,0.782676322,0.746985096,0.370668427,0.126551852,0.119488491,0.062658254,-0.257398516,-0.217664658,-0.288435497,-0.09238069,-0.157531804,-0.111084971,-0.140063008,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2009,39,1,0.158424125,-0.007324205,0.007857271,-0.287775559,-0.522794687,-0.453993248,0.039751016,0.131115458,0.53469636,0.134365871,-0.027897911,0.030368245,-0.329935762,-0.382640633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,39,1,0.156707621,0.061963143,0.160388583,0.073447059,0.13535638,0.049126356,0.090499129,-0.017154562,0.220821656,-0.04410858,0.074096934,0.006947817,0.345808122,0.226630913,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,39,1,-0.147946895,-0.215538056,0.008635461,0.189486202,-0.178686814,0.018900504,0.239505025,0.100421714,-0.098795832,-0.099142484,0.004142172,0.1947391,0.440036068,0.444895296,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2009,39,1,-0.272153926,-0.249444014,-0.027728464,-0.013026389,-0.142228398,0.014935606,0.100799846,0.38028861,-0.004133501,-0.188319985,-0.275904044,-0.066520956,0.169698533,0.175958348,nan,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2012,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012,39,0,nan,-0.015894563,-0.127460484,0.025975242,0.071896789,0.119588038,0.115019441,-0.055790697,0.098230661,-0.065508153,0.017086264,-0.023406655,-0.12584208,-0.031656664,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,1
2012,39,1,-0.38203015,-0.190897059,-0.171537013,-0.123848899,0.148686394,0.012501377,0.068513051,-0.094664264,-0.198493998,0.033925055,-0.082191334,-0.052013317,0.011463718,-0.004553572,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,39,1,-0.358611401,-0.242163644,-0.036308639,0.096404058,0.14302572,0.225278222,0.183493418,0.065448726,-0.027883327,-0.022500353,0.163749572,-0.020586424,0.193802103,0.18287641,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,39,0,-0.074310837,-0.018477777,-0.208096217,-0.045589609,-0.041948046,-0.300167928,-0.250158595,-0.094869161,0.035397486,-0.030402437,0.262067099,0.387602637,0.511895157,0.052749979,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,0
2012,39,0,-0.166429705,-0.021764041,0.269112593,0.285997381,0.021940467,0.144982778,-0.007003853,-0.002591502,-0.199986022,-0.338588391,-0.089173466,0.058848233,-0.013430525,-0.006124898,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,39,1,-0.015848188,-0.026392406,-0.003572966,0.360235078,0.138038052,0.013415171,0.107674041,0.146006044,0.168093573,0.242802716,0.253154554,0.055329042,-0.12085965,-0.240787651,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0
2012,39,0,0.125488669,-0.152237451,0.177756542,0.308052932,0.300647092,0.350432236,0.159338161,0.212459096,0.47447923,0.443158051,0.335795317,0.18908088,0.130623649,0.155812293,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012,39,0,-0.031066604,0.073873575,0.128969266,-0.134284952,-0.122395062,0.107547837,-0.096458649,-0.085341435,0.014065716,-0.05343658,-0.111340883,-0.265410166,-0.17967767,-0.056465455,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,39,0,0.399364781,0.365319313,0.169382212,-0.120962666,-0.047382682,-0.053777999,-0.193344671,0.093384756,0.008792536,-0.08722579,-0.090695422,0.035297387,0.081790841,0.059229941,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0
2012,39,0,-0.068179656,-0.064183242,-0.165437891,-0.248297294,-0.088820262,-0.047343066,-0.130045679,0.050399798,0.040115402,-0.045475455,0.098676031,0.240187232,-0.210018253,-0.329001825,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,39,1,0.177868069,0.026642064,0.0315711,-0.03191078,-0.146301481,-0.175705958,0.000928187,-0.293746682,-0.360245981,-0.11177523,-0.133140607,0.012336832,-0.066220555,0.099474714,0,0,1,0,0,0,0,0,0,1,0,0,0,nan
2012,39,1,0.083799996,0.027412815,-0.165668065,-0.057909272,0.021215287,0.023374667,-0.15088717,0.023805489,-0.006602981,0.235547972,0.182302834,0.234819942,0.087657315,0.198798328,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012,39,0,-0.187369629,0.040656272,-0.212462289,-0.117042614,0.000524445,-0.084723437,-0.025682209,-0.099512118,0.017946193,0.082026416,-0.062986573,0.007405292,-0.039487598,0.200711208,nan,nan,nan,0,0,0,0,1,0,0,0,0,1,0
2012,39,0,0.028418602,-0.06826618,0.015146202,-0.002147581,0.145771199,-0.030535692,0.109951584,0.073388442,0.221821764,0.258483551,0.104416909,0.007020403,0.236848745,0.191837638,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,39,0,0.295420466,0.176133266,0.288186259,0.13452966,0.096419532,0.163773152,0.040220453,-0.058643032,-0.058415923,-0.249399183,-0.016653937,-0.158664558,-0.070602188,0.01501544,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0
2012,39,0,0.142039436,0.09827197,-0.031948748,-0.02537453,0.036936731,-0.12130429,-0.071394716,-0.057858164,-0.025091555,-0.311074071,-0.016704972,-0.083543474,-0.318286483,-0.324403455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,39,0,0.036936731,-0.12130429,-0.071394716,-0.057858164,-0.025091555,-0.311074071,-0.016704972,-0.083543474,-0.318286483,-0.324403455,-0.112787011,-0.244894065,-0.07147562,0.020837081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,39,0,0.177763789,0.066675392,-0.064319823,0.272239839,0.090093699,0.038649856,0.042322039,0.039352752,0.179613188,0.378271141,0.151676752,0.157179448,-0.041687734,0.175716173,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,39,0,0.004098652,0.197091648,0.044904851,0.002924487,-0.041610385,-0.234941752,-0.099058944,0.099248261,-0.230891981,0.071901459,-0.137415183,0.00529809,-0.148083735,0.228788519,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,39,0,-0.147271615,-0.013289773,-0.10742526,-0.090164602,-0.221496588,-0.069292773,-0.091041807,0.349822743,0.153267659,0.099669885,0.063939621,-0.005453472,0.083925772,-0.003699683,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,39,0,0.113190873,0.02301766,0.107212817,0.195527592,0.193262708,-0.04587326,-0.223785609,-0.042609012,0.029538567,-0.045799023,-0.006215371,-0.117935094,-0.101938959,-0.079333482,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,39,0,-0.09065777,-0.020776115,0.093666708,0.177448849,0.121742258,-0.024340123,0.014375763,-0.133165838,-0.148738586,-0.139419949,-0.240366748,-0.133155168,-0.150151375,-0.253888832,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,39,0,0.109988316,0.193069316,0.10163879,0.104673118,0.108659242,0.051914443,0.266230246,0.111580037,0.087425493,-0.197094327,-0.30792902,-0.293353103,-0.170102493,-0.120795384,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,39,0,0.21026055,0.002683281,0.083079617,0.161863986,-0.110784152,0.192312335,-0.021723167,-0.032670578,-0.08560647,-0.046590482,-0.006093086,-0.233745794,-0.033255979,0.088035418,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,39,0,-0.070419553,0.135331177,0.078300396,0.109763937,-0.050735493,-0.064544712,-0.101782371,0.057538887,0.050818802,0.301625568,0.233099431,0.243499601,0.135183736,0.197090693,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,39,0,-0.070878756,-0.03423749,0.064928813,0.002340211,0.027563428,-0.059992554,-0.135764737,-0.31027912,-0.157960939,-0.133828591,-0.052429286,0.023874676,0.062052516,-0.214584015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,0,0,1
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1,0,0,0,0,0,0,1,0,0,0,0,nan
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,1
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2018,39,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,0,0,1,0,0,0,nan,nan
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,39,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,39,1,-0.242537763,-0.264749528,-0.1163273,-0.232286642,-0.087352406,-0.018344477,-0.056699634,0.375995609,-0.30803317,-0.172126317,0.049741862,0.231413092,0.347757607,0.484098088,nan,nan,nan,nan,0,0,0,0,0,0,1,0,0,0
2018,39,1,0.375995609,-0.30803317,-0.172126317,0.049741862,0.231413092,0.347757607,0.484098088,0.050083968,0.144306258,0.00511388,-0.065969339,0.217573736,0.220681669,0.07381031,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018,39,1,0.050083968,0.144306258,0.00511388,-0.065969339,0.217573736,0.220681669,0.07381031,-0.254777457,-0.167233784,-0.147612927,-0.261279897,-0.407654822,0.139323577,0.13878883,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2018,39,1,-0.120697379,0.156119751,-0.114066675,0.130138802,0.10606111,-0.141593165,-0.250989934,-0.072256958,-0.167186651,-0.202842471,0.041148435,0.146529077,0.253829264,-0.047795568,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,39,1,0.0105307,-0.169981952,-0.227134213,-0.18556078,-0.069194663,0.286511199,0.199297224,0.093859297,-0.146117309,-0.046865333,-0.038777577,-0.069682429,0.005291838,-0.072414243,nan,nan,nan,nan,nan,0,0,0,0,0,0,0,0,nan
2018,39,0,-0.022373794,-0.142941613,-0.13117012,-0.356660474,-0.494673768,-0.047374476,-0.10161915,0.144842236,0.187495838,-0.219105684,-0.073448178,-0.201058915,0.302865101,0.3819186,nan,nan,nan,0,0,0,0,1,0,0,0,0,1,0
2018,39,0,0.086126138,0.058309075,0.113014584,-0.3392792,-0.326727504,-0.382221434,-0.221269099,-0.198314962,0.045253811,0.219436492,-0.035482901,-0.018972709,0.141862231,0.007466971,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,39,0,-0.382165993,-0.26979345,0.011830029,0.063669367,0.197933641,-0.044480067,-0.200384528,-0.305069773,0.063765066,0.007862979,-0.166052136,-0.080187044,-0.070407575,0.033455682,0,0,0,1,0,0,0,0,0,1,0,0,0,nan
2018,39,1,-0.238201323,-0.271401577,0.059732722,0.032200454,-0.133585118,-0.079737441,-0.017435589,0.051641837,0.180370763,0.205453596,0.46373233,0.335225884,0.458140019,-0.045537644,nan,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,0
2018,39,1,0.05301523,-0.133552676,0.134637882,0.030664436,0.054519205,-0.266682274,-0.219119778,0.00955183,0.073491424,0.078234605,0.05933539,-0.102271615,0.045072429,-0.006834978,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2018,39,1,-0.102271615,0.045072429,-0.006834978,-0.265687979,-0.039275482,0.137907673,-0.044028037,0.045623295,0.028750461,0.081978543,0.114026425,-0.166185108,-0.216952973,-0.197491174,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2018,39,1,-0.047528752,-0.045228184,0.076371418,0.043057973,-0.047047754,-0.108994534,-0.118935498,0.035767878,-0.162484978,-0.028770409,0.129832234,0.37250515,-0.079678691,0.099369679,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2018,39,1,-0.081235048,-0.044273201,-0.186173792,-0.420244752,-0.350332598,0.08760454,-0.079446608,0.044004369,-0.027099339,0.265718495,0.314111747,0.383083325,0.246983425,0.316909022,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2018,39,1,0.076816032,-0.092737008,-0.126258887,-0.033220164,-0.343324527,-0.151353098,-0.142013258,0.043900693,0.196645624,0.057232151,0.16804118,0.437022723,0.036697624,0.056477851,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2018,39,1,-0.151353098,-0.142013258,0.043900693,0.196645624,0.057232151,0.16804118,0.437022723,0.036697624,0.056477851,-0.035079355,-0.122312107,nan,nan,nan,0,0,1,0,0,0,0,1,0,0,0,nan,nan,nan
2018,39,1,-0.062740889,0.02968833,0.071942216,-0.043152347,-0.178011722,-0.158681869,0.023950256,0.14834342,0.198383003,0.168362722,0.058820824,-0.111515198,-0.041595476,-0.218352343,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2018,39,1,-0.073613629,0.25464674,0.078006769,-0.175150141,-0.102682795,0.132281117,0.030011414,0.042724973,0.193116199,0.128096115,0.213221283,0.247507051,0.284024869,0.046979497,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,39,1,-0.004457412,0.016111496,0.052409909,0.021412423,0.119858781,0.10242989,0.118524691,0.195452007,0.052792244,0.101616588,0.072065048,-0.063320602,-0.204789727,0.021906777,nan,nan,0,0,0,0,1,0,0,0,0,1,0,0
2018,39,1,0.119858781,0.10242989,0.118524691,0.195452007,0.052792244,0.101616588,0.072065048,-0.063320602,-0.204789727,0.021906777,0.161338389,-0.017084695,0.064329022,-0.045940534,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2018,39,1,-0.040831113,0.120454367,0.119335016,-0.063992986,-0.101895106,-0.031377863,-0.008259517,0.055849327,0.126152452,0.038784471,0.076605825,-0.097667704,0.06191377,0.044629287,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,39,1,0.076605825,-0.097667704,0.06191377,0.044629287,0.069458482,0.171504558,0.010671009,-0.024978137,-0.015778958,-0.014733862,-0.10662169,-0.043954479,-0.215412337,0.001083617,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,39,0,0.19783331,0.0629932,-0.017649775,-0.162208133,-0.13923821,-0.01651684,0.061967032,0.088601871,-0.122210398,-0.280053342,-0.170796616,-0.350216595,-0.149886911,0.35513905,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0,1
2018,39,0,-0.1536463,-0.147020957,-0.026105242,0.048546189,0.101823182,0.105558884,0.071790706,0.035722846,0.060645747,0.136859247,-0.067128395,0.037630715,0.273177222,0.202143838,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2018,39,0,0.136859247,-0.067128395,0.037630715,0.273177222,0.202143838,0.25889334,0.213802026,0.154335869,0.192338452,0.113171114,-0.121668884,-0.117562036,-0.046319033,-0.073726192,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2018,39,0,0.154335869,0.192338452,0.113171114,-0.121668884,-0.117562036,-0.046319033,-0.073726192,0.125787912,-0.016866596,-0.094220891,-0.003061406,0.022130177,-0.059186458,-0.19794594,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2018,39,0,-0.144686645,-0.043019863,0.104815247,-0.009048875,0.210995469,-0.11181394,0.110759967,0.116070909,-0.121112994,-0.041280183,0.076345865,0.195754736,0.101167673,0.001855962,nan,nan,nan,nan,nan,nan,nan,0,0,1,0,0,0,1
2018,39,0,0.048573416,-0.048567152,0.034580334,-0.13807405,-0.08390621,0.142857909,0.126599726,0.138397865,-0.123886972,-0.186988409,-0.206321089,-0.078905221,-0.279977584,-0.210203817,1,0,0,0,0,1,0,0,0,1,0,0,0,nan
2018,39,1,0.149527034,-0.117132012,-0.114246147,-0.130782891,-0.371837425,-0.264240221,0.33673569,0.187749122,-0.007299489,0.127433989,-0.089223513,0.076867462,-0.048632102,0.215413518,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2018,39,1,-0.154631607,0.051888471,0.022303397,-0.165650049,-0.065346942,-0.012565443,0.066264028,-0.117188602,-0.203402759,-0.030783782,-0.085061511,0.155758264,0.042940801,0.081615457,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2018,39,1,0.032662176,-0.078949634,-0.200606167,0.054011752,0.084478162,0.094511678,-0.241892044,-0.099544582,-0.166899909,-0.041331568,-0.034846704,-0.131686784,nan,nan,0,0,0,0,0,0,1,0,0,0,0,0,nan,nan
2018,39,1,-0.157947783,-0.062900841,-0.238170146,-0.22530997,-0.179258957,-0.041002852,-0.065774348,-0.012941169,-0.232820206,-0.253523005,0.02814956,0.078811658,0.055734403,0.141342615,1,0,0,1,0,0,0,1,0,0,1,0,0,1
2018,39,1,0.02814956,0.078811658,0.055734403,0.141342615,0.121839746,0.158531632,-0.114054358,-0.008252177,-0.091539204,-0.012028608,-0.098447393,0.18130789,0.202700507,0.137503309,1,0,0,1,0,0,1,0,0,0,1,0,0,1
2018,39,1,0.08837632,-0.028817711,-0.141364805,-0.094784511,-0.203864886,-0.126585392,-0.283551753,-0.142922026,0.100097538,-0.024477252,0.140068582,0.096813579,0.059026341,0.036679554,nan,nan,nan,nan,nan,0,0,0,0,1,0,0,0,1
2018,39,1,0.129950526,-0.025044686,0.046576653,-0.036209058,-0.095045263,-0.128532718,-0.088397656,0.142808407,0.285098021,0.108382096,0.241020762,0.275700108,0.009533063,-0.053080526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,1
2018,39,1,-0.095045263,-0.128532718,-0.088397656,0.142808407,0.285098021,0.108382096,0.241020762,0.275700108,0.009533063,-0.053080526,-0.057070846,0.086352399,0.145662173,0.016882523,nan,nan,nan,nan,nan,nan,0,0,0,1,0,0,0,1
2018,39,1,0.145662173,0.016882523,-0.020651341,-0.10327512,-0.196523994,-0.068736605,-0.316310045,-0.323165407,-0.00766163,-0.076901591,0.134637988,-0.024874533,-0.117272431,0.003459906,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2018,39,1,-0.076901591,0.134637988,-0.024874533,-0.117272431,0.003459906,0.011088834,0.114625037,0.02756774,-0.121632194,-0.120667459,-0.022878925,0.162780538,0.059207778,0.091707463,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2018,39,1,0.074760977,-0.057327262,-0.126761376,-0.154775083,-0.126970548,-0.108980314,-0.293679245,-0.332966998,0.068358974,0.04316946,0.172726231,-0.097134494,0.06520991,0.248632829,nan,nan,nan,nan,nan,0,0,0,0,0,1,0,0,0
2018,39,1,-0.126970548,-0.108980314,-0.293679245,-0.332966998,0.068358974,0.04316946,0.172726231,-0.097134494,0.06520991,0.248632829,-0.025820187,-0.080384792,0.099316914,0.181870858,nan,0,0,0,0,0,1,0,0,0,0,1,0,0
2018,39,1,0.181870858,-0.124863582,0.053778867,0.087151892,0.012576299,4.16E-05,-0.024331674,-0.217083765,-0.20316856,-0.234152227,-0.253403548,-0.191425607,0.06390508,0.19573816,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2018,39,1,-0.013206436,-0.051914413,-0.007903521,-0.037675495,0.049282118,-0.045710616,-0.015187725,0.030514585,0.104321675,0.170998218,0.135267144,-0.131867812,-0.035373519,-0.251605496,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2018,39,1,-0.032575963,-0.071378011,0.136407858,-0.051022156,-0.06802797,-0.044252009,-0.08914952,0.063057563,-0.0364796,0.192175563,0.141494673,0.06059423,0.052457308,-0.117540291,nan,nan,nan,nan,0,0,0,0,1,0,0,0,0,1
2018,39,1,-0.08914952,0.063057563,-0.0364796,0.192175563,0.141494673,0.06059423,0.052457308,-0.117540291,0.004601282,-0.046020145,-0.066857962,0.175757782,-0.033442823,-0.144181582,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2018,39,1,-0.127474077,-0.127844305,-0.198481324,-0.110384151,0.17486748,0.14170096,0.056194197,0.249521886,0.070654918,0.114948086,-0.061248456,0.063453648,-0.055606318,0.040863694,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2018,39,1,0.019343331,0.03697039,0.161787628,0.001792426,-0.078671599,0.122278644,-0.084457179,0.008351766,0.120623538,0.067891268,-0.217736479,-0.14895215,nan,nan,0,0,0,1,0,0,0,0,1,0,0,0,nan,nan
2018,39,1,-0.093283563,-0.079462583,0.02303195,0.0202645,-0.226346039,0.046861544,0.19679339,-0.06836301,-0.137288282,-0.206408314,-0.120934012,-0.069438687,0.014326838,0.077557421,1,0,0,0,1,0,0,0,0,1,0,0,0,1
